date,value
1991-01-01,15.477863095444324
1991-04-01,15.306350895355552
1991-07-01,16.038700341905862
1991-10-01,17.873482102208715
1992-01-01,17.586704095187464
1992-04-01,17.448324932456460
1992-07-01,17.835298353795377
1992-10-01,19.464386108232496
1993-01-01,19.880226422461540
1993-04-01,19.999758813466250
1993-07-01,20.613040174871383
1993-10-01,21.122944830725153
1994-01-01,20.412262588057730
1994-04-01,20.084847855957200
1994-07-01,20.477599898429872
1994-10-01,20.216732076642680
1995-01-01,21.224108068853880
1995-04-01,22.210101809649498
1995-07-01,23.444295401524120
1995-10-01,24.395838370313104
1996-01-01,25.074719116181672
1996-04-01,25.682818219204850
1996-07-01,25.731276854371114
1996-10-01,26.526244268041080
1997-01-01,26.639739145523656
1997-04-01,29.289413415530960
1997-07-01,30.658113026362460
1997-10-01,30.488650980656896
1998-01-01,33.025399443842694
1998-04-01,32.922662102649284
1998-07-01,29.737748447856160
1998-10-01,33.347696013685590
1999-01-01,33.542635094556886
1999-04-01,35.231802323257770
1999-07-01,33.726667707931790
1999-10-01,37.444216524176150
2000-01-01,38.684398289893090
2000-04-01,37.378996656921320
2000-07-01,36.788194368070634
2000-10-01,33.523945424994180
2001-01-01,30.459490474284575
2001-04-01,31.804880677976183
2001-07-01,27.504454666031710
2001-10-01,29.826281564031650
2002-01-01,29.888853201822120
2002-04-01,27.360921239174296
2002-07-01,23.076726231854668
2002-10-01,24.065049440102136
2003-01-01,22.936119812332880
2003-04-01,25.739805678150730
2003-07-01,26.748490341490168
2003-10-01,28.922407166077058
2004-01-01,28.862422911779483
2004-04-01,28.682531012373847
2004-07-01,27.943941300399505
2004-10-01,29.286344103810690
2005-01-01,29.029639574633155
2005-04-01,29.244741515315470
2005-07-01,30.070893179894433
2005-10-01,30.096295544678927
2006-01-01,31.686988206704903
2006-04-01,30.812497244002905
2006-07-01,31.173041578969900
2006-10-01,32.560569172209310
2007-01-01,32.977582399223984
2007-04-01,33.483006614243706
2007-07-01,32.991045789660170
2007-10-01,31.438595906438408
2008-01-01,29.323340854283813
2008-04-01,28.405887587124862
2008-07-01,25.519063994048990
2008-10-01,20.859029204420576
2009-01-01,19.031491761204656
2009-04-01,22.469267130984210
2009-07-01,25.275951355810214
2009-10-01,25.863204313565223
2010-01-01,26.632895760004647
2010-04-01,24.273501813010046
2010-07-01,26.191975722004127
2010-10-01,27.821307162753870
2011-01-01,29.002827118439665
2011-04-01,28.516746285626095
2011-07-01,24.523958672187080
2011-10-01,25.672095671520328
2012-01-01,27.823536758870460
2012-04-01,26.752198004574680
2012-07-01,27.520971916669530
2012-10-01,27.376949028193305
2013-01-01,29.474408043749516
2013-04-01,29.836708856423530
2013-07-01,30.753760291489428
2013-10-01,32.011679433178216
2014-01-01,32.656683806394106
2014-04-01,33.416339209888310
2014-07-01,32.722085177388300
2014-10-01,33.258967357761920
2015-01-01,33.325606178567170
2015-04-01,33.252122215674660
2015-07-01,31.095992316070088
2015-10-01,31.961669730221036
2016-01-01,31.904809625448436
2016-04-01,32.146547846202175
2016-07-01,32.624179113937560
2016-10-01,32.992083701209110
2017-01-01,34.003685931254800
2017-04-01,34.345175479069965
2017-07-01,34.947329589884890
2017-10-01,35.928968023449350
2018-01-01,35.490305183946475
2018-04-01,35.660723910542160
2018-07-01,36.473453615467520
2018-10-01,32.846475686664790
2019-01-01,35.472267859219910
2019-04-01,35.770989413116740
2019-07-01,35.304077613052570
2019-10-01,36.697216202138680
2020-01-01,30.539311305092250
2020-04-01,34.429697267611510
2020-07-01,36.103263138272965
2020-10-01,39.094973511985120
2021-01-01,40.546233743918360
2021-04-01,41.954435184938575
2021-07-01,41.570100099900740
2021-10-01,42.428826556147560
2022-01-01,41.098287005847630
2022-04-01,36.771393142229980
2022-07-01,35.752668864756984
2022-10-01,37.126828597053090
2023-01-01,38.221201365869774
2023-04-01,39.398767949642725
2023-07-01,38.476877527081770
2023-10-01,40.458254233556110
2024-01-01,42.343080004929980
2024-04-01,42.712135581168250
2024-07-01,43.863040978611416
2024-10-01,43.989722563601376
2025-01-01,43.090491584058880
2025-04-01,44.968070865021970
2025-07-01,46.374394398792030
2025-10-01,46.710836104608280
2026-01-01,45.760808733901330
